date,prev_date,code,continuous_symbol,contract,old_contract,roll_flag,open,high,low,close,volume,oi,open_oi,prev_same_open,prev_same_high,prev_same_low,prev_same_close,prev_same_volume,prev_same_oi,prev_same_open_oi,prev_active_open,prev_active_high,prev_active_low,prev_active_close,prev_active_volume,prev_active_oi,prev_active_open_oi,next_date,next_same_open,next_same_high,next_same_low,next_same_close,next_same_volume,next_same_oi,next_same_open_oi,return_link_ok,stitched_return,stitched_log_return,open_from_prev_return,open_from_prev_log,high_from_prev_return,high_from_prev_log,low_from_prev_return,low_from_prev_log,close_from_prev_return,close_from_prev_log,intraday_return,intraday_log_return,log_high_low_range,naive_mapped_log_return,roll_basis_log,roll_basis_return,return_decomposition_error,linked_prev_close,linked_factor,linked_open,linked_high,linked_low,linked_close,linked_log_return,linked_return_error,volume_same_log_change,oi_same_log_change,open_oi_same_log_change,is_roll,days_since_roll,target_next_main_log_return,target_next_main_return,target_hold_current_log_return,target_hold_current_return,target_next_open_close_log_return,target_next_open_close_return,target_next_open_gap_log,forward_label_available
2016-08-15,2016-08-12,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14655.0,14750.0,14525.0,14700.0,269551.0,217686.0,223669.0,14705.0,14915.0,14600.0,14660.0,356404.0,223669.0,232577.0,14705.0,14915.0,14600.0,14660.0,356404.0,223669.0,232577.0,2016-08-16,14685.0,14745.0,14470.0,14635.0,371586.0,226324.0,217686.0,True,0.0027285129604366354,0.0027247973261861347,-0.0003410641200545239,-0.00034112229564975394,0.006139154160982319,0.006120386327324923,-0.009208731241473367,-0.009251393720528966,0.0027285129604366354,0.0027247973261861347,0.003070624360286489,0.0030659196218358886,0.015371780047853889,0.0027247973261861347,0.0,0.0,0.0,100.79064970780335,0.006875214850464076,100.75627363355103,101.40941904434513,99.8624957029907,101.06565830182191,0.0027247973261843583,-1.7763568394002505e-15,-0.27930640303509335,-0.027113500069111396,-0.03905390131406783,0,,-0.0044315736408417905,-0.004421768707483009,-0.0044315736408417905,-0.004421768707483009,-0.0034106445067347835,-0.003404834865509021,-0.001020929134107007,True
2016-08-16,2016-08-15,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14685.0,14745.0,14470.0,14635.0,371586.0,226324.0,217686.0,14655.0,14750.0,14525.0,14700.0,269551.0,217686.0,223669.0,14655.0,14750.0,14525.0,14700.0,269551.0,217686.0,223669.0,2016-08-17,14585.0,14865.0,14530.0,14770.0,364792.0,239532.0,226324.0,True,-0.004421768707483009,-0.0044315736408417905,-0.0010204081632653184,-0.001020929134107007,0.003061224489795844,0.003056548482549104,-0.0156462585034014,-0.015769953141298032,-0.004421768707483009,-0.0044315736408417905,-0.003404834865509021,-0.0034106445067347835,0.018826501623847136,-0.0044315736408417905,0.0,0.0,0.0,101.06565830182191,0.006875214850464076,100.96253007906496,101.3750429700928,99.48435888621518,100.61876933654175,-0.004431573640840902,8.881784197001252e-16,0.3210217008302809,0.038913768108436386,-0.027113500069111396,0,,0.009182176399439967,0.009224461906388814,0.009182176399439967,0.009224461906388814,0.012604493223603797,0.012684264655467903,-0.003422316824163829,True
2016-08-17,2016-08-16,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14585.0,14865.0,14530.0,14770.0,364792.0,239532.0,226324.0,14685.0,14745.0,14470.0,14635.0,371586.0,226324.0,217686.0,14685.0,14745.0,14470.0,14635.0,371586.0,226324.0,217686.0,2016-08-18,14755.0,14940.0,14625.0,14820.0,286179.0,241198.0,239532.0,True,0.009224461906388814,0.009182176399439967,-0.003416467372736598,-0.003422316824163829,0.01571574991458835,0.01559353630621274,-0.007174581482746856,-0.007200442561657638,0.009224461906388814,0.009182176399439967,0.012684264655467903,0.012604493223603797,0.02279397886787038,0.009182176399439967,0.0,0.0,0.0,100.61876933654175,0.006875214850464075,100.27500859401853,102.20006875214848,99.896871777243,101.54692334135439,0.00918217639943908,-8.881784197001252e-16,-0.018452953054547194,0.056719175054068316,0.038913768108436386,0,,0.0033795233246518563,0.003385240352064889,0.0033795233246518563,0.003385240352064889,0.00439561147303813,0.004405286343612369,-0.0010160881483862738,True
2016-08-18,2016-08-17,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14755.0,14940.0,14625.0,14820.0,286179.0,241198.0,239532.0,14585.0,14865.0,14530.0,14770.0,364792.0,239532.0,226324.0,14585.0,14865.0,14530.0,14770.0,364792.0,239532.0,226324.0,2016-08-19,14875.0,14920.0,14640.0,14645.0,227715.0,242358.0,241198.0,True,0.003385240352064889,0.0033795233246518563,-0.0010155721056195333,-0.0010160881483862738,0.011509817197020933,0.011444083161382679,-0.009817197020988488,-0.009865703425369077,0.003385240352064889,0.0033795233246518563,0.004405286343612369,0.00439561147303813,0.021309786586751756,0.0033795233246518563,0.0,0.0,0.0,101.54692334135439,0.006875214850464075,101.44379511859744,102.71570986593328,100.5500171880371,101.89068408387759,0.0033795233246518563,0.0,-0.2427090859409926,0.006931124491881491,0.056719175054068316,0,,-0.011878639588244866,-0.011808367071524994,-0.011878639588244866,-0.011808367071524994,-0.015582971151998137,-0.01546218487394957,0.0037043315637532714,True
2016-08-19,2016-08-18,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14875.0,14920.0,14640.0,14645.0,227715.0,242358.0,241198.0,14755.0,14940.0,14625.0,14820.0,286179.0,241198.0,239532.0,14755.0,14940.0,14625.0,14820.0,286179.0,241198.0,239532.0,2016-08-22,14595.0,14660.0,14370.0,14520.0,336223.0,243367.0,242358.0,True,-0.011808367071524994,-0.011878639588244866,0.003711201079622084,0.0037043315637532714,0.006747638326585648,0.006724974907674763,-0.012145748987854255,-0.012220111334775297,-0.011808367071524994,-0.011878639588244866,-0.01546218487394957,-0.015582971151998137,0.01894508624245006,-0.011878639588244866,0.0,0.0,0.0,101.89068408387759,0.006875214850464075,102.26882090065313,102.578205568924,100.65314541079407,100.68752148504637,-0.011878639588243978,8.881784197001252e-16,-0.22852174498121336,0.004797779067407859,0.006931124491881491,0,,-0.008571970883046731,-0.008535336292249895,-0.008571970883046731,-0.008535336292249895,-0.005151994909429192,-0.005138746145940343,-0.0034199759736175395,True
2016-08-22,2016-08-19,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14595.0,14660.0,14370.0,14520.0,336223.0,243367.0,242358.0,14875.0,14920.0,14640.0,14645.0,227715.0,242358.0,241198.0,14875.0,14920.0,14640.0,14645.0,227715.0,242358.0,241198.0,2016-08-23,14530.0,14720.0,14505.0,14565.0,160174.0,234474.0,243367.0,True,-0.008535336292249895,-0.008571970883046731,-0.0034141345168999804,-0.0034199759736175395,0.001024240355069983,0.001023716178808698,-0.018777739842949837,-0.018956280188762165,-0.008535336292249895,-0.008571970883046731,-0.005138746145940343,-0.005151994909429192,0.019979996367570863,-0.008571970883046731,0.0,0.0,0.0,100.68752148504637,0.006875214850464075,100.34376074252317,100.79064970780334,98.79683740116876,99.82811962873838,-0.008571970883045843,8.881784197001252e-16,0.3896783660089884,0.00415460310560789,0.004797779067407859,0,,0.003094381014749459,0.0030991735537189147,0.003094381014749459,0.0030991735537189147,0.002405912829207324,0.00240880935994503,0.0006884681855421348,True
2016-08-23,2016-08-22,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14530.0,14720.0,14505.0,14565.0,160174.0,234474.0,243367.0,14595.0,14660.0,14370.0,14520.0,336223.0,243367.0,242358.0,14595.0,14660.0,14370.0,14520.0,336223.0,243367.0,242358.0,2016-08-24,14570.0,14670.0,14535.0,14575.0,138032.0,234475.0,234474.0,True,0.0030991735537189147,0.003094381014749459,0.0006887052341597588,0.0006884681855421348,0.01377410468319562,0.01368010390408081,-0.0010330578512396382,-0.0010335918232815544,0.0030991735537189147,0.003094381014749459,0.00240880935994503,0.002405912829207324,0.014713695727362364,0.003094381014749459,0.0,0.0,0.0,99.82811962873838,0.006875214850464075,99.896871777243,101.20316259883118,99.72499140598141,100.13750429700926,0.0030943810147476825,-1.7763568394002505e-15,-0.7415106369812783,-0.03722572868546692,0.00415460310560789,0,,0.0006863418251565889,0.000686577411603162,0.0006863418251565889,0.000686577411603162,0.0003431120294425938,0.00034317089910773646,0.00034322979571399514,True
2016-08-24,2016-08-23,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14570.0,14670.0,14535.0,14575.0,138032.0,234475.0,234474.0,14530.0,14720.0,14505.0,14565.0,160174.0,234474.0,243367.0,14530.0,14720.0,14505.0,14565.0,160174.0,234474.0,243367.0,2016-08-25,14555.0,14585.0,13910.0,13980.0,494409.0,223488.0,234475.0,True,0.000686577411603162,0.0006863418251565889,0.00034328870580147,0.00034322979571399514,0.00720906282183309,0.007183201743492518,-0.002059732234809486,-0.0020618564005587814,0.000686577411603162,0.0006863418251565889,0.00034317089910773646,0.0003431120294425938,0.009245058144051299,0.0006863418251565889,0.0,0.0,0.0,100.13750429700926,0.006875214850464075,100.17188037126158,100.85940185630798,99.93124785149533,100.2062564455139,0.0006863418251583653,1.7763568394002505e-15,-0.14877418052022406,4.264837903278362e-06,-0.03722572868546692,0,,-0.041679995430891736,-0.04082332761578045,-0.041679995430891736,-0.04082332761578045,-0.04030684039192245,-0.0395053246307111,-0.001373155038969287,True
2016-08-25,2016-08-24,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14555.0,14585.0,13910.0,13980.0,494409.0,223488.0,234475.0,14570.0,14670.0,14535.0,14575.0,138032.0,234475.0,234474.0,14570.0,14670.0,14535.0,14575.0,138032.0,234475.0,234474.0,2016-08-26,14020.0,14130.0,13885.0,13965.0,256323.0,212413.0,223488.0,True,-0.04082332761578045,-0.041679995430891736,-0.0013722126929673895,-0.001373155038969287,0.0006861063464838058,0.0006858710831298964,-0.04562607204116642,-0.046699726301204336,-0.04082332761578045,-0.041679995430891736,-0.0395053246307111,-0.04030684039192245,0.04738559738433423,-0.041679995430891736,0.0,0.0,0.0,100.2062564455139,0.006875214850464075,100.06875214850461,100.27500859401853,95.63423856995529,96.11550360948777,-0.041679995430892625,-8.881784197001252e-16,1.2758723454712815,-0.04799104139271648,4.264837903278362e-06,0,,-0.0010735374085228955,-0.0010729613733905241,-0.0010735374085228955,-0.0010729613733905241,-0.003930682209302816,-0.003922967189728954,0.0028571448007799205,True
2016-08-26,2016-08-25,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,14020.0,14130.0,13885.0,13965.0,256323.0,212413.0,223488.0,14555.0,14585.0,13910.0,13980.0,494409.0,223488.0,234475.0,14555.0,14585.0,13910.0,13980.0,494409.0,223488.0,234475.0,2016-08-29,13965.0,14045.0,13780.0,13825.0,212625.0,214761.0,212413.0,True,-0.0010729613733905241,-0.0010735374085228955,0.0028612303290413976,0.0028571448007799205,0.010729613733905685,0.010672459890772146,-0.006795422031473541,-0.006818616046901482,-0.0010729613733905241,-0.0010735374085228955,-0.003922967189728954,-0.003930682209302816,0.017491075937673628,-0.0010735374085228955,0.0,0.0,0.0,96.11550360948777,0.006875214850464075,96.39051220350633,97.14678583705738,95.46235819869368,96.01237538673081,-0.0010735374085237837,-8.881784197001252e-16,-0.6569228632247803,-0.05082499527359907,-0.04799104139271648,0,,-0.010075651988742607,-0.010025062656641603,-0.010075651988742607,-0.010025062656641603,-0.010075651988742607,-0.010025062656641603,0.0,True
2016-08-29,2016-08-26,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,13965.0,14045.0,13780.0,13825.0,212625.0,214761.0,212413.0,14020.0,14130.0,13885.0,13965.0,256323.0,212413.0,223488.0,14020.0,14130.0,13885.0,13965.0,256323.0,212413.0,223488.0,2016-08-30,13800.0,13950.0,13790.0,13850.0,137590.0,208497.0,214761.0,True,-0.010025062656641603,-0.010075651988742607,0.0,0.0,0.005728607232366567,0.005712261159066756,-0.013247404224847825,-0.013335933811628564,-0.010025062656641603,-0.010075651988742607,-0.010025062656641603,-0.010075651988742607,0.01904819497069532,-0.010075651988742607,0.0,0.0,0.0,96.01237538673081,0.006875214850464075,96.01237538673081,96.56239257476794,94.74046063939495,95.04984530766583,-0.010075651988741718,8.881784197001252e-16,-0.18690751543058326,0.010993237665591238,-0.05082499527359907,0,,0.0018066852249489784,0.001808318264014508,0.0018066852249489784,0.001808318264014508,0.0036166404701880595,0.0036231884057971175,-0.001809955245239081,True
2016-08-30,2016-08-29,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,13800.0,13950.0,13790.0,13850.0,137590.0,208497.0,214761.0,13965.0,14045.0,13780.0,13825.0,212625.0,214761.0,212413.0,13965.0,14045.0,13780.0,13825.0,212625.0,214761.0,212413.0,2016-08-31,13830.0,13930.0,13545.0,13590.0,219522.0,213329.0,208497.0,True,0.001808318264014508,0.0018066852249489784,-0.001808318264014508,-0.001809955245239081,0.009041591320072317,0.009000960858976725,-0.0025316455696202667,-0.002534855603187225,0.001808318264014508,0.0018066852249489784,0.0036231884057971175,0.0036166404701880595,0.01153581646216395,0.0018066852249489784,0.0,0.0,0.0,95.04984530766583,0.006875214850464075,94.87796493640424,95.90924716397384,94.8092127878996,95.22172567892744,0.0018066852249489784,0.0,-0.43524923743741084,-0.02960098936547162,0.010993237665591238,0,,-0.018951004470293853,-0.01877256317689535,-0.018951004470293853,-0.01877256317689535,-0.01750591751361341,-0.017353579175705014,-0.0014450869566804414,True
2016-08-31,2016-08-30,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,13830.0,13930.0,13545.0,13590.0,219522.0,213329.0,208497.0,13800.0,13950.0,13790.0,13850.0,137590.0,208497.0,214761.0,13800.0,13950.0,13790.0,13850.0,137590.0,208497.0,214761.0,2016-09-01,13580.0,13710.0,13450.0,13680.0,154039.0,209775.0,213329.0,True,-0.01877256317689535,-0.018951004470293853,-0.0014440433212996595,-0.0014450869566804414,0.005776173285198638,0.00575955515836668,-0.022021660649819474,-0.02226775709628903,-0.01877256317689535,-0.018951004470293853,-0.017353579175705014,-0.01750591751361341,0.028027312254655712,-0.018951004470293853,0.0,0.0,0.0,95.22172567892744,0.006875214850464075,95.08422138191816,95.77174286696457,93.1247851495359,93.43416981780678,-0.01895100447029474,-8.881784197001252e-16,0.46717149424152815,0.022910813696825016,-0.02960098936547162,0,,0.006600684031351278,0.0066225165562914245,0.006600684031351278,0.0066225165562914245,0.007336790063854792,0.007363770250368162,-0.000736106032503514,True
2016-09-01,2016-08-31,CF,KQ.m@CZCE.CF,CZCE.CF701,CZCE.CF701,False,13580.0,13710.0,13450.0,13680.0,154039.0,209775.0,213329.0,13830.0,13930.0,13545.0,13590.0,219522.0,213329.0,208497.0,13830.0,13930.0,13545.0,13590.0,219522.0,213329.0,208497.0,2016-09-02,13705.0,14000.0,13650.0,13790.0,277245.0,197275.0,209775.0,True,0.0066225165562914245,0.006600684031351278,-0.0007358351729213064,-0.000736106032503514,0.008830022075055233,0.008791265411169036,-0.010301692420897735,-0.010355122115205617,0.0066225165562914245,0.006600684031351278,0.007363770250368162,0.007336790063854792,0.019146387526374653,0.006600684031351278,0.0,0.0,0.0,93.43416981780678,0.006875214850464075,93.36541766930215,94.25919559986247,92.47163973874181,94.05293915434855,0.006600684031352166,8.881784197001252e-16,-0.3542447016781889,-0.016799967806489846,0.022910813696825016,0,,0.008008779610806371,0.008040935672514626,0.008008779610806371,0.008040935672514626,0.006182962050461427,0.0062021160160525834,0.0018258175603449445,True
