trading_day,datetime,symbol,tq_symbol,exchange,product,sector,bar_id,actual_contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2016-01-19,1.4531328e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,10.0,,4258.0,4346.0,4240.0,4328.0,890468.0,589192.0,601734.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-20,1.4532192e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,11.0,,4326.0,4336.0,4258.0,4264.0,710756.0,601734.0,649901.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-21,1.4533056e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,12.0,,4268.0,4314.0,4260.0,4284.0,708596.0,649901.0,639736.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-22,1.453392e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,13.0,,4286.0,4362.0,4284.0,4346.0,880240.0,639736.0,615770.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-25,1.4536512e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,14.0,,4366.0,4376.0,4330.0,4344.0,581866.0,615770.0,571879.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-26,1.4537376e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,15.0,,4326.0,4338.0,4298.0,4318.0,442018.0,571879.0,563803.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-27,1.453824e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,16.0,,4336.0,4354.0,4322.0,4348.0,460611.0,563803.0,550093.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-28,1.4539104e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,17.0,,4348.0,4360.0,4316.0,4316.0,409214.0,550093.0,528997.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-01-29,1.4539968e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,18.0,,4330.0,4380.0,4324.0,4368.0,785897.0,528997.0,498389.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-01,1.454256e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,19.0,,4370.0,4392.0,4342.0,4342.0,417316.0,498389.0,475082.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-02,1.4543424e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,20.0,,4334.0,4356.0,4320.0,4342.0,376596.0,475082.0,475765.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-03,1.4544288e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,21.0,,4344.0,4352.0,4302.0,4326.0,428290.0,475765.0,454924.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-04,1.4545152e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,22.0,,4330.0,4404.0,4322.0,4398.0,476841.0,454924.0,416600.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-05,1.4546016e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,23.0,,4386.0,4420.0,4372.0,4408.0,308324.0,416600.0,376117.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-15,1.4554656e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,24.0,,4392.0,4440.0,4382.0,4438.0,258987.0,376117.0,403245.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-16,1.455552e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,25.0,,4454.0,4458.0,4418.0,4434.0,324117.0,403245.0,431384.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-17,1.4556384e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,26.0,,4428.0,4430.0,4400.0,4402.0,338975.0,431384.0,423409.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-18,1.4557248e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,27.0,,4422.0,4450.0,4414.0,4424.0,339302.0,423409.0,438658.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-19,1.4558112e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,28.0,,4426.0,4466.0,4408.0,4448.0,423630.0,438658.0,449051.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-22,1.4560704e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,29.0,,4444.0,4482.0,4430.0,4448.0,533617.0,449051.0,454059.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-23,1.4561568e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,30.0,,4460.0,4486.0,4430.0,4438.0,425720.0,454059.0,439878.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-24,1.4562432e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,31.0,,4446.0,4454.0,4410.0,4426.0,320850.0,439878.0,447563.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-25,1.4563296e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,32.0,,4410.0,4460.0,4406.0,4428.0,411987.0,447563.0,440762.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-26,1.456416e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,33.0,,4430.0,4436.0,4332.0,4362.0,517706.0,440762.0,420346.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-02-29,1.4566752e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,34.0,,4374.0,4420.0,4360.0,4386.0,474739.0,420346.0,410158.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-01,1.4567616e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,35.0,,4400.0,4564.0,4394.0,4564.0,1062063.0,410158.0,554597.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-02,1.456848e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,36.0,,4578.0,4586.0,4518.0,4552.0,755774.0,554597.0,513072.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-03,1.4569344e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,37.0,,4548.0,4626.0,4538.0,4572.0,808626.0,513072.0,564016.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-04,1.4570208e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,38.0,,4574.0,4644.0,4562.0,4620.0,855324.0,564016.0,547735.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-07,1.45728e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,39.0,,4626.0,4790.0,4622.0,4758.0,984484.0,547735.0,494672.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-08,1.4573664e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,40.0,,4780.0,4808.0,4652.0,4704.0,846529.0,494672.0,468256.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-09,1.4574528e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,41.0,,4732.0,4744.0,4588.0,4668.0,672215.0,468256.0,460900.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-10,1.4575392e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,42.0,,4686.0,4714.0,4602.0,4608.0,603174.0,460900.0,456990.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-11,1.4576256e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,43.0,,4614.0,4648.0,4606.0,4628.0,400205.0,456990.0,470846.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-14,1.4578848e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,44.0,,4638.0,4686.0,4592.0,4592.0,484869.0,470846.0,475802.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-15,1.4579712e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,45.0,,4570.0,4600.0,4556.0,4566.0,349648.0,475802.0,479540.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-16,1.4580576e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,46.0,,4532.0,4614.0,4526.0,4584.0,490886.0,479540.0,489518.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-17,1.458144e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,47.0,,4586.0,4662.0,4578.0,4642.0,410941.0,489518.0,485623.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-18,1.4582304e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,48.0,,4642.0,4760.0,4636.0,4710.0,646201.0,485623.0,463670.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-21,1.4584896e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,49.0,,4722.0,4736.0,4662.0,4664.0,355992.0,463670.0,454194.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-22,1.458576e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,50.0,,4680.0,4728.0,4656.0,4692.0,382683.0,454194.0,445164.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-23,1.4586624e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,51.0,,4686.0,4734.0,4656.0,4664.0,362750.0,445164.0,435727.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-24,1.4587488e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,52.0,,4656.0,4660.0,4520.0,4522.0,414998.0,435727.0,412832.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-25,1.4588352e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,53.0,,4516.0,4606.0,4504.0,4598.0,252119.0,412832.0,379210.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-28,1.4590944e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,54.0,,4622.0,4690.0,4600.0,4656.0,312475.0,379210.0,336836.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-29,1.4591808e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,55.0,,4810.0,4844.0,4782.0,4820.0,448895.0,336836.0,346216.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-30,1.4592672e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,56.0,,4800.0,4818.0,4750.0,4768.0,479544.0,346216.0,365846.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-03-31,1.4593536e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,57.0,,4786.0,4864.0,4782.0,4854.0,745461.0,365846.0,411385.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-01,1.45944e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,58.0,,4878.0,4944.0,4834.0,4896.0,1238417.0,411385.0,558032.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-05,1.4597856e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,59.0,,4816.0,4836.0,4736.0,4768.0,692751.0,558032.0,507513.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-06,1.459872e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,60.0,,4744.0,4788.0,4730.0,4762.0,460012.0,507513.0,476864.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-07,1.4599584e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,61.0,,4752.0,4806.0,4742.0,4746.0,445421.0,476864.0,490490.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-08,1.4600448e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,62.0,,4704.0,4726.0,4662.0,4710.0,577840.0,490490.0,496170.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-11,1.460304e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,63.0,,4754.0,4800.0,4732.0,4754.0,730154.0,496170.0,476234.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-12,1.4603904e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,64.0,,4774.0,4796.0,4712.0,4750.0,590242.0,476234.0,481447.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-13,1.4604768e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,65.0,,4762.0,4882.0,4752.0,4816.0,1263239.0,481447.0,515427.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-14,1.4605632e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,66.0,,4820.0,4932.0,4798.0,4924.0,1033907.0,515427.0,680354.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-15,1.4606496e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,67.0,,4958.0,4990.0,4818.0,4822.0,1385892.0,680354.0,632001.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-18,1.4609088e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,68.0,,4780.0,4848.0,4750.0,4804.0,989928.0,632001.0,647725.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-19,1.4609952e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,69.0,,4828.0,4868.0,4762.0,4816.0,945771.0,647725.0,641046.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-20,1.4610816e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,70.0,,4828.0,4926.0,4818.0,4890.0,1355445.0,641046.0,646772.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-21,1.461168e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,71.0,,4872.0,5064.0,4850.0,5064.0,1385363.0,646772.0,713871.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-22,1.4612544e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,72.0,,5100.0,5102.0,4816.0,4930.0,1153090.0,713871.0,565386.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-25,1.4615136e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,73.0,,4954.0,5144.0,4944.0,5126.0,2160650.0,565386.0,673056.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-26,1.4616e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,74.0,,5134.0,5204.0,5050.0,5098.0,1538106.0,673056.0,613855.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-27,1.4616864e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,75.0,,5116.0,5212.0,5066.0,5120.0,1361734.0,613855.0,654390.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-28,1.4617728e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,76.0,,5146.0,5158.0,4998.0,5024.0,1133607.0,654390.0,594691.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-04-29,1.4618592e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,77.0,,5052.0,5070.0,5008.0,5012.0,656280.0,594691.0,576453.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-03,1.4622048e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,78.0,,4960.0,4988.0,4910.0,4956.0,369837.0,576453.0,573770.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-04,1.4622912e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,79.0,,4936.0,4972.0,4914.0,4936.0,547390.0,573770.0,586699.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-05,1.4623776e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,80.0,,4960.0,4970.0,4870.0,4872.0,565080.0,586699.0,583238.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-06,1.462464e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,81.0,,4918.0,4928.0,4790.0,4816.0,725313.0,583238.0,584649.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-09,1.4627232e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,82.0,,4818.0,4860.0,4736.0,4774.0,610546.0,584649.0,570758.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-10,1.4628096e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,83.0,,4726.0,4776.0,4712.0,4746.0,399905.0,570758.0,555161.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-11,1.462896e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,84.0,,4752.0,4794.0,4744.0,4758.0,476984.0,555161.0,572109.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-12,1.4629824e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,85.0,,4770.0,4774.0,4682.0,4692.0,769611.0,572109.0,578626.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-13,1.4630688e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,86.0,,4702.0,4728.0,4580.0,4630.0,749641.0,578626.0,567599.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-16,1.463328e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,87.0,,4628.0,4676.0,4606.0,4642.0,421838.0,567599.0,578575.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-17,1.4634144e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,88.0,,4660.0,4734.0,4648.0,4732.0,517120.0,578575.0,566531.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-18,1.4635008e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,89.0,,4716.0,4748.0,4672.0,4686.0,412170.0,566531.0,537387.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-19,1.4635872e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,90.0,,4678.0,4696.0,4612.0,4618.0,407576.0,537387.0,544819.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-20,1.4636736e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,91.0,,4608.0,4670.0,4594.0,4634.0,268994.0,544819.0,545264.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-23,1.4639328e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,92.0,,4638.0,4642.0,4500.0,4544.0,555876.0,545264.0,550119.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-24,1.4640192e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,93.0,,4538.0,4564.0,4506.0,4516.0,264144.0,550119.0,542848.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-25,1.4641056e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,94.0,,4546.0,4550.0,4496.0,4520.0,347067.0,542848.0,556885.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-26,1.464192e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,95.0,,4534.0,4572.0,4504.0,4550.0,425789.0,556885.0,548069.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-27,1.4642784e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,96.0,,4566.0,4582.0,4508.0,4514.0,431492.0,548069.0,546587.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-30,1.4645376e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,97.0,,4510.0,4558.0,4504.0,4544.0,362848.0,546587.0,530313.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-05-31,1.464624e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,98.0,,4550.0,4644.0,4546.0,4600.0,556632.0,530313.0,524372.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-01,1.4647104e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,99.0,,4582.0,4626.0,4520.0,4532.0,401892.0,524372.0,517535.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-02,1.4647968e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,100.0,,4524.0,4582.0,4510.0,4546.0,295553.0,517535.0,514402.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-03,1.4648832e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,101.0,,4534.0,4690.0,4528.0,4672.0,589872.0,514402.0,529529.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-06,1.4651424e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,102.0,,4680.0,4712.0,4642.0,4690.0,349169.0,529529.0,531068.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-07,1.4652288e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,103.0,,4718.0,4726.0,4656.0,4672.0,282476.0,531068.0,527744.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-08,1.4653152e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,104.0,,4690.0,4724.0,4650.0,4692.0,335601.0,527744.0,531548.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-13,1.4657472e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,105.0,,4638.0,4680.0,4620.0,4664.0,230541.0,531548.0,527593.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-14,1.4658336e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,106.0,,4654.0,4754.0,4648.0,4720.0,540962.0,527593.0,551138.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-15,1.46592e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,107.0,,4720.0,4736.0,4646.0,4668.0,470495.0,551138.0,549068.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-16,1.4660064e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,108.0,,4674.0,4716.0,4660.0,4672.0,377390.0,549068.0,552274.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-17,1.4660928e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,109.0,,4654.0,4710.0,4626.0,4708.0,427392.0,552274.0,554888.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-20,1.466352e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,110.0,,4714.0,4800.0,4704.0,4790.0,718918.0,554888.0,609021.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-21,1.4664384e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,111.0,,4790.0,4808.0,4684.0,4688.0,580971.0,609021.0,538695.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2016-06-22,1.4665248e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,112.0,,4674.0,4746.0,4660.0,4740.0,395220.0,538695.0,565140.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
